Rate,K,Dist,Plan,Policy,Scenario,Run,Accepted,% Accepted,Avg D Time,Max D Time,P80 D Time,P90 D Time,P95 D Time
0.2,2,CTD,myo,21,4,10,34,0.300885,0.208991,0.574,0.392,0.434,0.454
0.2,2,CTD,pb,21,3,1,31,0.298077,0.168077,0.42,0.279,0.312,0.34
0.2,2,CTD,myo,21,4,9,33,0.292035,0.219177,1.093,0.417,0.506,0.562
0.2,2,CTD,pb,21,3,4,31,0.298077,0.165173,0.409,0.278,0.309,0.334
0.2,2,CTD,myo,21,4,12,34,0.300885,0.21246,0.568,0.393,0.446,0.468
0.2,2,CTD,pb,21,3,2,31,0.298077,0.162231,0.395,0.275,0.298,0.325
0.2,2,CTD,myo,21,4,13,35,0.309735,0.214327,0.826,0.399,0.472,0.518
0.2,2,CTD,pb,21,3,3,31,0.298077,0.191798,0.616,0.319,0.385,0.427
0.2,2,CTD,pb,21,3,5,31,0.298077,0.181663,1.08,0.292,0.359,0.435
0.2,2,CTD,myo,21,4,14,33,0.292035,0.211212,0.582,0.414,0.455,0.468
0.2,2,CTD,pb,21,3,10,31,0.298077,0.170106,0.426,0.273,0.306,0.336
0.2,2,CTD,myo,21,4,15,34,0.300885,0.213451,0.58,0.437,0.469,0.492
0.2,2,CTD,pb,21,3,6,31,0.298077,0.169635,0.604,0.273,0.317,0.364
0.2,2,CTD,myo,21,1,9,30,0.272727,0.209964,0.505,0.384,0.433,0.461
0.2,2,CTD,myo,21,1,10,30,0.272727,0.214936,0.519,0.396,0.446,0.467
0.2,2,CTD,myo,21,1,4,30,0.272727,0.199318,0.486,0.381,0.411,0.429
0.2,2,CTD,myo,21,1,11,30,0.272727,0.201373,0.493,0.375,0.414,0.447
0.2,2,CTD,myo,21,1,12,30,0.272727,0.216,0.781,0.412,0.452,0.495
0.2,2,CTD,myo,21,1,13,30,0.272727,0.2168,0.507,0.397,0.446,0.478
0.2,2,CTD,pb,21,3,13,31,0.298077,0.170625,0.695,0.281,0.325,0.36
0.2,2,CTD,myo,21,1,14,30,0.272727,0.220255,0.544,0.416,0.445,0.479
0.2,2,CTD,myo,21,1,15,30,0.272727,0.219818,0.529,0.405,0.438,0.478
0.2,2,CTD,pb,21,3,7,31,0.298077,0.168875,0.42,0.289,0.32,0.356
0.2,2,CTD,pb,21,3,8,31,0.298077,0.166115,0.414,0.276,0.312,0.332
0.2,2,CTD,pb,21,3,9,31,0.298077,0.167048,0.404,0.282,0.308,0.339
0.2,2,CTD,pb,21,3,11,31,0.298077,0.162904,0.401,0.279,0.305,0.338
0.2,2,CTD,pb,21,3,15,31,0.298077,0.164212,0.4,0.275,0.312,0.329
0.2,2,CTD,pb,21,3,12,31,0.298077,0.162923,0.383,0.278,0.307,0.327
0.2,2,CTD,pb,21,3,14,31,0.298077,0.160404,0.385,0.271,0.297,0.318
0.2,2,CTD,myo,21,3,1,31,0.298077,0.169635,0.405,0.285,0.316,0.348
0.2,2,CTD,myo,21,3,2,31,0.298077,0.173788,0.924,0.278,0.334,0.388
0.2,2,CTD,myo,21,3,3,31,0.298077,0.167048,0.411,0.284,0.31,0.336
0.2,2,CTD,myo,21,3,4,31,0.298077,0.172721,0.402,0.278,0.318,0.345
0.2,2,CTD,myo,21,3,5,31,0.298077,0.16325,0.457,0.272,0.304,0.333
0.2,2,CTD,pb,21,1,2,30,0.272727,0.205327,0.498,0.384,0.425,0.447
0.2,2,CTD,myo,21,3,6,31,0.298077,0.165942,0.409,0.276,0.308,0.333
0.2,2,CTD,pb,21,1,4,30,0.272727,0.227664,0.946,0.412,0.446,0.57
0.2,2,CTD,pb,21,1,3,30,0.272727,0.202655,0.497,0.385,0.415,0.437
0.2,2,CTD,pb,21,1,1,30,0.272727,0.225091,1.002,0.414,0.459,0.515
0.2,2,CTD,pb,21,1,5,30,0.272727,0.214618,0.505,0.397,0.442,0.458
0.2,2,CTD,myo,21,3,7,31,0.298077,0.166538,0.4,0.283,0.314,0.339
0.2,2,CTD,pb,21,1,6,30,0.272727,0.206482,0.495,0.381,0.416,0.448
0.2,2,CTD,myo,21,3,8,31,0.298077,0.164452,0.39,0.273,0.302,0.326
0.2,2,CTD,pb,21,1,7,30,0.272727,0.227,1.033,0.42,0.467,0.516
0.2,2,CTD,pb,21,1,8,30,0.272727,0.207655,0.71,0.391,0.431,0.453
0.2,2,CTD,pb,21,1,9,30,0.272727,0.193682,0.49,0.375,0.427,0.461
0.2,2,CTD,pb,21,1,10,30,0.272727,0.206664,0.494,0.39,0.414,0.448
0.2,2,CTD,pb,21,1,14,30,0.272727,0.217473,0.511,0.401,0.442,0.463
0.2,2,CTD,myo,21,3,10,31,0.298077,0.165712,0.393,0.278,0.318,0.332
0.2,2,CTD,myo,21,3,9,31,0.298077,0.166038,0.404,0.279,0.314,0.334
0.2,2,CTD,pb,21,1,11,30,0.272727,0.216891,0.515,0.4,0.438,0.468
0.2,2,CTD,myo,21,3,11,31,0.298077,0.160808,0.45,0.273,0.314,0.334
0.2,2,CTD,myo,21,3,13,31,0.298077,0.165962,0.394,0.277,0.311,0.327
0.2,2,CTD,myo,21,3,12,31,0.298077,0.169183,0.406,0.281,0.321,0.347
0.2,2,CTD,myo,21,3,14,31,0.298077,0.172106,0.416,0.294,0.324,0.349
0.2,2,CTD,myo,21,3,15,31,0.298077,0.16826,0.412,0.28,0.312,0.337
0.2,2,CTD,pb,21,1,15,30,0.272727,0.2003,0.488,0.381,0.415,0.439
0.2,2,CTD,pb,21,1,12,30,0.272727,0.2288,0.949,0.419,0.465,0.519
0.2,2,CTD,pb,21,1,13,30,0.272727,0.221491,0.752,0.42,0.465,0.505
0.2,2,CTD,pb,21,5,1,30,0.234375,0.14557,0.41,0.24,0.306,0.348
0.2,2,CTD,pb,21,5,3,29,0.226562,0.149672,0.401,0.247,0.308,0.351
0.2,2,CTD,pb,21,5,4,30,0.234375,0.147094,0.409,0.235,0.307,0.337
0.2,2,CTD,pb,21,5,2,30,0.234375,0.149297,0.411,0.25,0.308,0.345
0.2,2,CTD,pb,21,5,5,30,0.234375,0.151797,0.418,0.242,0.319,0.357
0.2,2,CTD,pb,21,5,6,30,0.234375,0.149281,0.415,0.252,0.321,0.36
0.2,2,CTD,pb,21,5,8,29,0.226562,0.144055,0.406,0.225,0.311,0.343
0.2,2,CTD,pb,21,5,9,29,0.226562,0.151312,0.443,0.244,0.313,0.345
0.2,2,CTD,pb,21,5,10,30,0.234375,0.145914,0.4,0.244,0.31,0.34
0.2,2,CTD,pb,21,5,11,31,0.242188,0.149875,0.404,0.245,0.307,0.347
0.2,2,CTD,pb,21,5,12,31,0.242188,0.149938,0.411,0.24,0.315,0.344
0.2,2,CTD,pb,21,5,13,30,0.234375,0.148922,0.406,0.244,0.317,0.347
0.2,2,CTD,pb,21,5,14,30,0.234375,0.149438,0.414,0.251,0.311,0.342
0.2,3,CTD,myo,21,1,1,60,0.545455,0.277009,0.614,0.509,0.544,0.572
0.2,3,CTD,myo,21,1,3,59,0.536363636,0.269190909,0.614,0.512,0.535,0.567
0.2,2,CTD,pb,21,5,15,30,0.234375,0.146555,0.408,0.242,0.309,0.343
0.2,3,CTD,myo,21,1,2,59,0.536364,0.270409,0.608,0.496,0.532,0.566
0.2,2,CTD,pb,21,5,7,30,0.234375,0.146875,0.405,0.243,0.31,0.351
0.2,3,CTD,myo,21,1,8,57,0.518182,0.274882,0.6,0.5,0.544,0.563
0.2,3,CTD,myo,21,1,4,59,0.536364,0.272145,0.601,0.497,0.536,0.561
0.2,3,CTD,myo,21,1,5,57,0.518182,0.268882,0.617,0.511,0.546,0.57
0.2,3,CTD,myo,21,1,15,57,0.518182,0.272736,0.611,0.505,0.533,0.57
0.2,3,CTD,myo,21,1,6,56,0.509091,0.270309,0.602,0.499,0.537,0.562
0.2,3,CTD,pb,21,1,1,63,0.572727,0.243173,0.531,0.431,0.483,0.507
0.2,2,CTD,myo,21,5,1,30,0.234375,0.146773,0.411,0.243,0.311,0.353
0.2,3,CTD,pb,21,1,3,63,0.572727,0.251145,0.543,0.448,0.484,0.499
0.2,3,CTD,myo,21,1,7,59,0.536364,0.269855,0.61,0.502,0.539,0.566
0.2,2,CTD,myo,21,5,2,29,0.226562,0.143703,0.408,0.229,0.307,0.344
0.2,3,CTD,pb,21,1,2,59,0.536364,0.252764,0.557,0.458,0.494,0.513
0.2,2,CTD,myo,21,5,3,30,0.234375,0.147898,0.411,0.245,0.313,0.343
0.2,3,CTD,pb,21,1,4,62,0.563636,0.2474,0.544,0.432,0.479,0.498
0.2,3,CTD,myo,21,1,9,58,0.527273,0.269973,0.622,0.503,0.546,0.571
0.2,2,CTD,myo,21,5,4,30,0.234375,0.148602,0.411,0.24,0.307,0.345
0.2,3,CTD,pb,21,1,10,61,0.554545,0.242773,0.533,0.445,0.479,0.498
0.2,2,CTD,myo,21,5,5,30,0.234375,0.147539,0.405,0.236,0.315,0.342
0.2,3,CTD,myo,21,1,10,57,0.518182,0.272255,0.624,0.501,0.545,0.568
0.2,3,CTD,myo,21,1,11,60,0.545455,0.273927,0.611,0.504,0.534,0.563
0.2,3,CTD,myo,21,1,12,60,0.545455,0.275264,0.611,0.506,0.536,0.572
0.2,3,CTD,pb,21,1,5,62,0.563636,0.240645,0.538,0.429,0.475,0.501
0.2,3,CTD,myo,21,1,13,60,0.545455,0.275864,0.609,0.504,0.546,0.568
0.2,3,CTD,myo,21,1,14,60,0.545455,0.266836,0.608,0.501,0.533,0.56
0.2,3,CTD,pb,21,1,6,61,0.554545,0.246309,0.546,0.443,0.492,0.502
0.2,2,CTD,myo,21,5,6,29,0.226562,0.143227,0.413,0.217,0.295,0.338
0.2,3,CTD,pb,21,1,8,61,0.554545,0.244709,0.529,0.455,0.489,0.507
0.2,2,CTD,myo,21,5,7,30,0.234375,0.142367,0.4,0.227,0.306,0.341
0.2,3,CTD,pb,21,1,9,62,0.563636,0.246182,0.546,0.429,0.487,0.496
0.2,2,CTD,myo,21,5,8,30,0.234375,0.147117,0.414,0.239,0.313,0.351
0.2,3,CTD,pb,21,1,11,62,0.563636,0.246618,0.551,0.443,0.48,0.501
0.2,2,CTD,myo,21,5,9,29,0.226562,0.146016,0.407,0.234,0.307,0.343
0.2,2,CTD,myo,21,5,10,30,0.234375,0.144984,0.411,0.24,0.306,0.343
0.2,3,CTD,pb,21,1,12,61,0.554545,0.243236,0.54,0.436,0.477,0.495
0.2,2,CTD,myo,21,5,11,30,0.234375,0.149008,0.426,0.239,0.31,0.347
0.2,3,CTD,pb,21,1,13,61,0.554545,0.246827,0.541,0.435,0.493,0.509
0.2,2,CTD,myo,21,5,12,30,0.234375,0.143313,0.409,0.233,0.301,0.346
0.2,3,CTD,pb,21,1,14,60,0.545455,0.2453,0.543,0.453,0.485,0.503
0.2,3,CTD,pb,21,1,15,61,0.554545,0.247691,0.545,0.432,0.483,0.497
0.2,2,CTD,myo,21,5,13,30,0.234375,0.149195,0.414,0.244,0.313,0.357
0.2,3,CTD,pb,21,1,7,61,0.554545,0.248091,0.536,0.442,0.493,0.503
0.2,2,CTD,myo,21,5,14,30,0.234375,0.145203,0.407,0.233,0.306,0.344
0.2,2,CTD,myo,21,5,15,30,0.234375,0.148281,0.412,0.248,0.313,0.357
0.2,3,CTD,myo,21,3,1,56,0.538462,0.224212,0.524,0.381,0.435,0.463
0.2,3,CTD,myo,21,3,2,57,0.548077,0.22249,0.522,0.377,0.429,0.452
0.2,3,CTD,myo,21,3,3,59,0.567308,0.226567,0.521,0.365,0.422,0.446
0.2,3,CTD,myo,21,3,4,58,0.557692,0.225548,0.494,0.36,0.405,0.425
0.2,3,CTD,myo,21,3,9,57,0.548077,0.225038,0.527,0.376,0.43,0.454
0.2,3,CTD,myo,21,3,5,57,0.548077,0.221904,0.514,0.369,0.431,0.447
0.2,3,CTD,myo,21,3,6,59,0.567308,0.224471,0.499,0.362,0.404,0.42
0.2,3,CTD,myo,21,3,7,57,0.548077,0.228096,0.524,0.38,0.432,0.444
0.2,3,CTD,myo,21,3,8,59,0.567308,0.225846,0.496,0.358,0.403,0.434
0.2,3,CTD,myo,21,3,10,59,0.567308,0.228125,0.49,0.355,0.408,0.425
0.2,3,CTD,myo,21,3,11,57,0.548077,0.223269,0.52,0.372,0.427,0.446
0.2,3,CTD,myo,21,3,12,57,0.548077,0.223279,0.521,0.371,0.425,0.453
0.2,3,CTD,myo,21,3,14,58,0.557692,0.226058,0.516,0.374,0.423,0.449
0.2,3,CTD,myo,21,3,13,57,0.548077,0.224952,0.527,0.382,0.443,0.462
0.2,3,CTD,myo,21,3,15,58,0.557692,0.224846,0.49,0.363,0.409,0.426
0.2,3,CTD,pb,21,2,1,58,0.557692,0.245712,0.535,0.387,0.452,0.485
0.2,3,CTD,pb,21,2,2,58,0.557692,0.238058,0.515,0.377,0.439,0.464
0.2,3,CTD,pb,21,2,3,58,0.557692,0.235327,0.535,0.381,0.441,0.471
0.2,3,CTD,pb,21,2,8,57,0.548077,0.240231,0.529,0.372,0.436,0.464
0.2,3,CTD,pb,21,2,10,58,0.557692,0.236087,0.522,0.379,0.442,0.463
0.2,3,CTD,pb,21,2,4,59,0.567308,0.239567,0.525,0.379,0.441,0.465
0.2,3,CTD,myo,21,2,1,58,0.557692,0.239135,0.606,0.4,0.459,0.492
0.2,3,CTD,myo,21,2,3,60,0.576923,0.233346,0.583,0.386,0.456,0.494
0.2,3,CTD,myo,21,2,2,57,0.548077,0.239663,0.586,0.391,0.462,0.492
0.2,3,CTD,pb,21,2,5,58,0.557692,0.240625,0.537,0.384,0.451,0.481
0.2,3,CTD,myo,21,2,4,59,0.567308,0.246788,0.597,0.409,0.467,0.507
0.2,3,CTD,myo,21,2,5,58,0.557692,0.238106,0.598,0.402,0.466,0.5
0.2,3,CTD,pb,21,2,6,59,0.567308,0.238231,0.527,0.376,0.433,0.474
0.2,3,CTD,myo,21,2,6,60,0.576923,0.235375,0.594,0.398,0.453,0.49
0.2,3,CTD,pb,21,2,7,60,0.576923,0.23776,0.526,0.37,0.441,0.466
0.2,3,CTD,myo,21,2,7,59,0.567308,0.240202,0.595,0.389,0.459,0.498
0.2,3,CTD,pb,21,2,9,57,0.548077,0.239462,0.532,0.37,0.444,0.465
0.2,3,CTD,pb,21,2,11,57,0.548077,0.232702,0.52,0.37,0.433,0.479
0.2,3,CTD,pb,21,2,13,59,0.567308,0.238375,0.527,0.376,0.441,0.473
0.2,3,CTD,pb,21,2,12,59,0.567308,0.239192,0.522,0.386,0.439,0.471
0.2,3,CTD,myo,21,2,8,59,0.567308,0.239423,0.606,0.394,0.463,0.506
0.2,3,CTD,pb,21,2,14,58,0.557692,0.23599,0.523,0.374,0.438,0.466
0.2,3,CTD,myo,21,2,9,59,0.567308,0.240846,0.59,0.396,0.467,0.499
0.2,3,CTD,pb,21,2,15,59,0.567308,0.240817,0.524,0.373,0.442,0.471
0.2,3,CTD,myo,21,2,11,59,0.567308,0.239817,0.595,0.398,0.458,0.5
0.2,3,CTD,myo,21,2,10,58,0.557692,0.236154,0.602,0.391,0.435,0.473
0.2,3,CTD,myo,21,2,12,60,0.576923,0.239519,0.61,0.403,0.457,0.496
0.2,3,CTD,myo,21,2,13,59,0.567308,0.239625,0.581,0.389,0.454,0.494
0.2,3,CTD,myo,21,2,14,59,0.567308,0.241231,0.609,0.4,0.469,0.491
0.2,3,CTD,myo,21,2,15,59,0.567308,0.238798,0.587,0.397,0.464,0.485
0.2,2,CTD,myo,21,2,1,30,0.288462,0.173663,0.511,0.309,0.353,0.382
0.2,2,CTD,myo,21,2,5,30,0.288462,0.177231,0.523,0.297,0.341,0.391
0.2,2,CTD,myo,21,2,3,30,0.288462,0.172683,0.515,0.304,0.352,0.386
0.2,2,CTD,myo,21,2,2,30,0.288462,0.202442,1.074,0.369,0.418,0.482
0.2,2,CTD,myo,21,2,9,30,0.288462,0.17526,0.514,0.297,0.329,0.387
0.2,2,CTD,myo,21,2,4,30,0.288462,0.174846,0.507,0.306,0.348,0.387
0.2,2,CTD,myo,21,2,6,30,0.288462,0.171346,0.509,0.29,0.352,0.385
0.2,2,CTD,myo,21,2,7,30,0.288462,0.175625,0.514,0.313,0.343,0.396
0.2,2,CTD,myo,21,2,8,30,0.288462,0.176231,0.526,0.304,0.356,0.395
0.2,2,CTD,myo,21,2,11,30,0.288462,0.172894,0.501,0.298,0.345,0.378
0.2,2,CTD,myo,21,2,10,30,0.288462,0.173683,0.511,0.302,0.346,0.384
0.2,2,CTD,myo,21,2,15,30,0.288462,0.184519,0.999,0.307,0.385,0.495
0.2,2,CTD,myo,21,2,12,30,0.288462,0.16825,0.498,0.285,0.345,0.372
0.2,2,CTD,myo,21,2,13,30,0.288462,0.175115,0.528,0.305,0.348,0.393
0.2,2,CTD,myo,21,2,14,30,0.288462,0.171644,0.505,0.308,0.355,0.378
0.2,3,CTD,myo,21,4,1,62,0.548673,0.256381,0.614,0.434,0.532,0.561
0.2,3,CTD,myo,21,4,4,62,0.548673,0.250903,0.587,0.422,0.51,0.562
0.2,3,CTD,myo,21,4,3,64,0.566372,0.25846,0.624,0.423,0.542,0.57
0.2,3,CTD,myo,21,4,2,62,0.548673,0.247133,0.591,0.426,0.506,0.549
0.2,3,CTD,myo,21,4,7,62,0.548673,0.248442,0.588,0.417,0.507,0.556
0.2,3,CTD,myo,21,4,5,61,0.539823,0.252717,0.596,0.421,0.518,0.564
0.2,3,CTD,myo,21,4,6,61,0.539823,0.247177,0.592,0.424,0.508,0.565
0.2,3,CTD,myo,21,4,8,61,0.539823,0.246248,0.588,0.412,0.512,0.561
0.2,3,CTD,myo,21,4,9,63,0.557522,0.249628,0.588,0.412,0.51,0.554
0.2,3,CTD,myo,21,4,10,62,0.548673,0.248142,0.588,0.425,0.501,0.547
0.2,3,CTD,myo,21,4,12,63,0.557522,0.252938,0.59,0.436,0.506,0.553
0.2,3,CTD,myo,21,4,13,64,0.566372,0.254124,0.615,0.426,0.509,0.561
0.2,3,CTD,myo,21,4,14,63,0.557522,0.252584,0.584,0.426,0.505,0.563
0.2,3,CTD,myo,21,4,11,63,0.557522,0.24423,0.586,0.417,0.506,0.546
0.2,3,CTD,myo,21,4,15,63,0.557522,0.246504,0.585,0.413,0.501,0.557
0.2,3,CTD,myo,21,5,1,59,0.460938,0.224273,0.554,0.373,0.474,0.495
0.2,3,CTD,myo,21,5,5,59,0.460938,0.217945,0.545,0.357,0.465,0.489
0.2,3,CTD,myo,21,5,10,59,0.460938,0.224156,0.561,0.373,0.48,0.497
0.2,3,CTD,myo,21,5,3,57,0.445312,0.220812,0.554,0.358,0.465,0.489
0.2,3,CTD,myo,21,5,2,58,0.453125,0.217711,0.571,0.358,0.466,0.485
0.2,3,CTD,myo,21,5,4,58,0.453125,0.222,0.556,0.378,0.469,0.491
0.2,3,CTD,myo,21,5,6,59,0.460938,0.220609,0.552,0.37,0.465,0.488
0.2,3,CTD,myo,21,5,7,59,0.460938,0.223883,0.546,0.371,0.468,0.486
0.2,3,CTD,myo,21,5,8,59,0.460938,0.223648,0.556,0.366,0.462,0.488
0.2,3,CTD,myo,21,5,9,58,0.453125,0.214258,0.544,0.354,0.463,0.491
0.2,3,CTD,myo,21,5,12,59,0.460938,0.22268,0.553,0.381,0.468,0.494
0.2,3,CTD,myo,21,5,13,58,0.453125,0.218125,0.557,0.367,0.466,0.488
0.2,3,CTD,myo,21,5,14,60,0.46875,0.226836,0.553,0.377,0.477,0.495
0.2,3,CTD,myo,21,5,11,58,0.453125,0.222469,0.563,0.38,0.486,0.512
0.2,3,CTD,myo,21,5,15,58,0.453125,0.225258,0.549,0.369,0.466,0.493
0.2,3,CTD,pb,21,4,1,63,0.557522,0.253717,0.547,0.438,0.484,0.502
0.2,3,CTD,pb,21,4,3,63,0.557522,0.257876,0.562,0.429,0.489,0.502
0.2,3,CTD,pb,21,4,2,63,0.557522,0.259451,0.523,0.435,0.48,0.504
0.2,3,CTD,pb,21,4,4,63,0.557522,0.259788,0.567,0.439,0.487,0.519
0.2,3,CTD,pb,21,4,11,63,0.557522,0.257496,0.521,0.445,0.482,0.505
0.2,3,CTD,pb,21,4,13,63,0.557522,0.25946,0.567,0.438,0.475,0.504
0.2,3,CTD,pb,21,4,5,63,0.557522,0.257761,0.517,0.438,0.475,0.503
0.2,3,CTD,pb,21,4,6,63,0.557522,0.258575,0.519,0.436,0.471,0.5
0.2,3,CTD,pb,21,4,7,62,0.548673,0.260956,0.571,0.456,0.503,0.522
0.2,3,CTI,myo,21,2,1,64,0.533333,0.235225,0.607,0.428,0.492,0.516
0.2,3,CTI,myo,21,2,6,64,0.533333,0.230508,0.595,0.404,0.487,0.516
0.2,3,CTD,pb,21,4,8,63,0.557522,0.249575,0.524,0.423,0.49,0.501
0.2,3,CTI,myo,21,2,3,62,0.516667,0.238067,0.61,0.427,0.482,0.515
0.2,3,CTD,pb,21,4,9,63,0.557522,0.257699,0.563,0.437,0.483,0.506
0.2,3,CTI,myo,21,2,2,64,0.533333,0.244975,0.615,0.441,0.506,0.53
0.2,3,CTD,pb,21,4,10,63,0.557522,0.256345,0.52,0.428,0.473,0.498
0.2,3,CTI,myo,21,2,5,62,0.516667,0.236867,0.615,0.427,0.49,0.509
0.2,3,CTI,myo,21,2,4,61,0.508333,0.24685,0.613,0.448,0.493,0.528
0.2,3,CTD,pb,21,4,12,62,0.548673,0.255743,0.54,0.437,0.491,0.508
0.2,3,CTD,pb,21,4,14,63,0.557522,0.261283,0.564,0.445,0.485,0.508
0.2,3,CTD,pb,21,4,15,63,0.557522,0.261186,0.546,0.438,0.481,0.504
0.2,3,CTI,myo,21,2,7,62,0.516667,0.235692,0.605,0.428,0.477,0.514
0.2,3,CTI,myo,21,2,9,64,0.533333,0.243375,0.609,0.436,0.481,0.515
0.2,3,CTI,myo,21,2,8,62,0.516667,0.242375,0.613,0.446,0.508,0.526
0.2,3,CTI,myo,21,2,10,61,0.508333,0.23605,0.611,0.424,0.472,0.516
0.2,3,CTI,myo,21,2,11,63,0.525,0.239458,0.601,0.442,0.487,0.513
0.2,3,CTI,myo,21,2,12,64,0.533333,0.226183,0.609,0.415,0.468,0.499
0.2,3,CTI,myo,21,2,13,64,0.533333,0.23045,0.606,0.403,0.473,0.505
0.2,3,CTI,myo,21,2,14,64,0.533333,0.245358,0.614,0.455,0.501,0.529
0.2,3,CTI,myo,21,2,15,65,0.541667,0.23095,0.609,0.422,0.474,0.514
0.2,2,CTI,myo,21,1,1,33,0.251908,0.189656,0.552,0.35,0.396,0.422
0.2,2,CTI,myo,21,1,2,34,0.259541985,0.18370229,0.494,0.335,0.375,0.399
0.2,2,CTI,myo,21,1,3,34,0.259542,0.18342,0.47,0.322,0.375,0.395
0.2,2,CTI,myo,21,1,4,34,0.259542,0.186282,0.489,0.325,0.381,0.392
0.2,2,CTI,myo,21,1,5,34,0.259542,0.190458,0.551,0.351,0.389,0.421
0.2,2,CTI,myo,21,1,6,33,0.251908,0.187466,0.532,0.356,0.406,0.425
0.2,2,CTI,myo,21,1,7,34,0.259542,0.182901,0.482,0.336,0.379,0.403
0.2,2,CTI,myo,21,1,8,33,0.251908,0.19013,0.488,0.336,0.381,0.395
0.2,2,CTI,myo,21,1,9,34,0.259542,0.190626,0.47,0.338,0.384,0.409
0.2,2,CTI,myo,21,1,10,34,0.259542,0.182229,0.456,0.306,0.378,0.407
0.2,2,CTI,myo,21,1,11,33,0.251908,0.18784,0.48,0.332,0.389,0.403
0.2,2,CTI,myo,21,1,12,34,0.259542,0.189038,0.524,0.359,0.395,0.436
0.2,2,CTI,myo,21,1,13,34,0.259542,0.191344,0.518,0.358,0.4,0.422
0.2,2,CTI,myo,21,1,15,34,0.259542,0.186015,0.475,0.335,0.384,0.402
0.2,2,CTI,myo,21,1,14,34,0.259542,0.189939,0.546,0.353,0.393,0.423
0.2,2,CTI,pb,21,1,1,34,0.259542,0.192519,0.544,0.385,0.418,0.43
0.2,2,CTI,pb,21,1,3,34,0.259542,0.18587,0.458,0.328,0.377,0.39
0.2,2,CTI,pb,21,1,2,33,0.251908,0.188779,0.553,0.365,0.416,0.429
0.2,2,CTI,pb,21,1,4,33,0.251908397,0.178244275,0.44,0.306,0.344,0.381
0.2,2,CTI,pb,21,1,5,33,0.251908,0.183115,0.469,0.324,0.377,0.394
0.2,2,CTI,pb,21,1,7,35,0.267176,0.19116,0.527,0.358,0.404,0.432
0.2,2,CTI,pb,21,1,8,35,0.267176,0.180962,0.479,0.333,0.386,0.404
0.2,2,CTI,pb,21,1,9,33,0.251908397,0.177877863,0.426,0.313,0.34,0.384
0.2,2,CTI,pb,21,1,10,34,0.259542,0.191107,0.541,0.372,0.409,0.422
0.2,2,CTI,pb,21,1,11,34,0.259542,0.175183,0.443,0.308,0.357,0.375
0.2,3,CTI,myo,21,3,1,69,0.552,0.275416,0.553,0.442,0.474,0.499
0.2,3,CTI,myo,21,3,5,68,0.544,0.275088,0.551,0.443,0.472,0.497
0.2,3,CTI,myo,21,3,9,67,0.536,0.281768,0.559,0.445,0.471,0.497
0.2,3,CTI,myo,21,3,3,68,0.544,0.280096,0.549,0.44,0.487,0.517
0.2,3,CTI,myo,21,3,15,68,0.544,0.279824,0.552,0.447,0.486,0.504
0.2,3,CTI,myo,21,3,2,68,0.544,0.2792,0.551,0.44,0.474,0.495
0.2,3,CTI,myo,21,3,4,66,0.528,0.284024,0.546,0.447,0.479,0.507
0.2,2,CTI,pb,21,1,12,34,0.259542,0.191374,0.539,0.368,0.406,0.423
0.2,3,CTI,myo,21,3,6,68,0.544,0.271816,0.55,0.442,0.479,0.499
0.2,3,CTI,myo,21,3,7,68,0.544,0.277952,0.554,0.451,0.48,0.506
0.2,3,CTI,myo,21,3,8,68,0.544,0.28004,0.55,0.439,0.482,0.515
0.2,3,CTI,myo,21,3,10,68,0.544,0.284064,0.568,0.461,0.492,0.512
0.2,2,CTI,pb,21,1,13,33,0.251908,0.192405,0.461,0.336,0.382,0.399
0.2,3,CTI,myo,21,3,11,68,0.544,0.275336,0.546,0.443,0.47,0.506
0.2,3,CTI,myo,21,3,12,66,0.528,0.283864,0.556,0.452,0.486,0.521
0.2,3,CTI,myo,21,3,14,69,0.552,0.275568,0.549,0.446,0.473,0.497
0.2,2,CTI,pb,21,1,6,35,0.267176,0.190611,0.52,0.355,0.395,0.434
0.2,3,CTI,myo,21,3,13,67,0.536,0.273016,0.545,0.437,0.477,0.493
0.2,2,CTI,pb,21,1,15,34,0.259542,0.18971,0.555,0.352,0.397,0.433
0.2,2,CTI,pb,21,1,14,34,0.259542,0.193771,0.542,0.382,0.422,0.433
0.2,2,CTI,myo,21,2,1,33,0.275,0.165208,0.48,0.313,0.375,0.395
0.2,2,CTI,myo,21,2,2,34,0.283333,0.168175,0.467,0.318,0.367,0.389
0.2,2,CTI,myo,21,2,3,34,0.283333,0.161908,0.472,0.311,0.36,0.389
0.2,2,CTI,myo,21,2,4,34,0.283333,0.166658,0.481,0.326,0.375,0.395
0.2,2,CTI,myo,21,2,5,33,0.275,0.168058,0.467,0.319,0.372,0.397
0.2,2,CTI,myo,21,2,7,34,0.283333,0.165225,0.471,0.314,0.366,0.396
0.2,2,CTI,myo,21,2,12,34,0.283333,0.168392,0.47,0.324,0.368,0.39
0.2,2,CTI,myo,21,2,8,34,0.283333,0.169367,0.461,0.334,0.377,0.4
0.2,2,CTI,myo,21,2,9,35,0.291667,0.166433,0.468,0.307,0.356,0.389
0.2,2,CTI,myo,21,2,10,35,0.291667,0.168892,0.475,0.324,0.374,0.398
0.2,2,CTI,myo,21,2,11,34,0.283333,0.162833,0.475,0.301,0.37,0.393
0.2,2,CTI,myo,21,2,13,35,0.291667,0.166983,0.47,0.321,0.365,0.389
